Address,Cost,Property Type,Bedrooms,Bathrooms,Latitude,Longitude,Closest Gov Secondary School,Gov Secondary Distance,Age under 20,Age 20-39,Age 40-59,Age 60+,Postcode
"99 Bowen Street, Echuca VIC 3564",$515 per week,House,3,1,-36.1321598,144.7645703,Echuca College,2.9 km away,25%,21%,24%,31%,3564
"317 Ogilvie Avenue, Echuca VIC 3564",$1950 calendar month,House,3,2,-36.1408233,144.7394012,Echuca College,1.1 km away,24%,21%,25%,30%,3564
"124 Pakenham Street, Echuca VIC 3564",$1950 calendar month,House,4,1,-36.1270673,144.7575317,Echuca College,2.3 km away,18%,23%,24%,34%,3564
"12 Gaze Avenue, Echuca VIC 3564",$2730 calendar month,House,4,2,-36.1382716,144.7223491,Echuca College,1.1 km away,20%,19%,17%,44%,3564
"4 Cochrane Street, Echuca VIC 3564",$2607 per calander month,House,4,2,-36.1430354,144.7225352,Echuca College,1.5 km away,20%,19%,17%,44%,3564
"2/337 Gray Street, Hamilton VIC 3300",$290 pw,Apartment,2,1,-37.7366176,142.0342546,Baimbridge College,1.8 km away,15%,21%,23%,41%,3300
"49 Bree Road, Hamilton VIC 3300",$330 Per Week,House,2,1,-37.7312415,142.028307,Baimbridge College,1.2 km away,19%,33%,19%,29%,3300
"19 Duke Avenue, Hamilton VIC 3300",$400 per week,House,3,1,-37.7384354,142.0436104,Baimbridge College,2.6 km away,27%,31%,18%,24%,3300
"24 Brown Street, Hamilton VIC 3300",$380 pw,House,3,1,-37.7446238,142.027159,Baimbridge College,1.7 km away,20%,25%,22%,32%,3300
"1/36 Federation Avenue, Horsham VIC 3400",$320,Apartment,2,1,-36.7229582,142.1788173,Horsham College,1.8 km away,24%,19%,23%,34%,3400
"1/78 Wawunna Road, Horsham VIC 3400",$340 per week,Apartment,3,1,-36.7002499,142.1964077,Horsham College,1.2 km away,27%,30%,19%,25%,3400
"1/24 Citrus Avenue, Horsham VIC 3400",UNDER APPLICATION,Apartment,3,1,-36.72864879999999,142.2066091,Horsham College,2.9 km away,24%,29%,27%,21%,3400
"1/39 Lynott Street, Horsham VIC 3400",$285,House,2,1,-36.7051564,142.2026144,Horsham College,1.4 km away,18%,26%,24%,32%,3400
"1 O'Connor Street, Horsham VIC 3400",$380,House,3,1,-36.7086796,142.1914002,Horsham College,0.4 km away,19%,29%,17%,34%,3400
"18 Elizabeth Street, Horsham VIC 3400",$340,House,3,1,-36.7162422,142.1860208,Horsham College,1 km away,27%,23%,23%,27%,3400
"9 Wallis Street, Horsham VIC 3400",$370,House,3,1,-36.7124365,142.1953491,Horsham College,0.9 km away,20%,20%,24%,37%,3400
"2 May Park Terrace, Horsham VIC 3400",$370,House,3,1,-36.7114104,142.1959449,Horsham College,0.9 km away,19%,29%,17%,34%,3400
"13 Hutchesson Street, Horsham VIC 3400",UNDER APPLICATION,House,3,1,-36.7022902,142.2064025,Horsham College,1.8 km away,29%,24%,19%,28%,3400
"35 Derimal Street, Horsham VIC 3400",$360 per week,House,3,2,-36.7214263,142.1767335,Horsham College,1.8 km away,25%,26%,23%,26%,3400
"5 Colla Court, Horsham VIC 3400",$450,House,3,1,-36.7286139,142.2081251,Horsham College,3 km away,24%,29%,27%,21%,3400
"42 Bennett Road, Horsham VIC 3400",$370,House,3,1,-36.7148522,142.1869983,Horsham College,0.8 km away,27%,23%,23%,27%,3400
"18 Fischer Square, Horsham VIC 3400",$390,House,3,2,-36.71685960000001,142.1999816,Horsham College,1.5 km away,14%,17%,18%,51%,3400
"6 Royal Court, Horsham VIC 3400",$480,House,3,2,-36.70589,142.2177403,Horsham College,2.7 km away,20%,14%,22%,43%,3400
"33 McPherson Street, Horsham VIC 3400",$650,House,3,2,-36.7130782,142.2051298,Horsham College,1.7 km away,20%,27%,21%,33%,3400
"26 Hennessy street, Horsham VIC 3400",$290,House,3,1,-36.7004339,142.2072918,Horsham College,2 km away,29%,24%,19%,28%,3400
"14 Federation Avenue, Horsham VIC 3400",$360,House,3,1,-36.72204809999999,142.1810257,Horsham College,1.7 km away,24%,19%,23%,34%,3400
"1 Gleed Street, Horsham VIC 3400",UNDER APPLICATION,House,3,2,-36.7139542,142.1962498,Horsham College,1.1 km away,20%,20%,24%,37%,3400
"12 Penny Avenue, Horsham VIC 3400",UNDER APPLICATION,House,3,1,-36.7244483,142.1810068,Horsham College,1.9 km away,24%,19%,23%,34%,3400
"22 Wilmoth Avenue, Horsham VIC 3400",UNDER APPLICATION,House,3,2,-36.7207908,142.1844077,Horsham College,1.5 km away,27%,27%,20%,26%,3400
"1 Luker Street, Horsham VIC 3400",$470,House,4,2,-36.7161425,142.1764984,Horsham College,1.3 km away,25%,26%,23%,26%,3400
"20 Dumesny Street, Horsham VIC 3400",UNDER APPLICATION,House,4,2,-36.7163079,142.1761169,Horsham College,1.4 km away,25%,26%,23%,26%,3400
"3/86 Seventh St, Mildura VIC 3500",$320 weekly,Apartment,1,1,-34.1870711,142.1689615,Chaffey Secondary College,2.2 km away,22%,38%,20%,19%,3500
"6/5-7 Cameron Avenue, Mildura VIC 3500",$260,Apartment,1,1,-34.1820346,142.1504793,Chaffey Secondary College,1.5 km away,23%,26%,29%,22%,3500
"1/42 The Boulevard, Mildura VIC 3500",$350,Apartment,2,2,-34.207925,142.1440943,Chaffey Secondary College,1.4 km away,19%,24%,22%,35%,3500
"3/327 Eleventh Street, Mildura VIC 3500",$360 weekly,Apartment,2,1,-34.1828114,142.1487556,Chaffey Secondary College,1.4 km away,26%,23%,27%,24%,3500
"4/85 Thirteenth Street, Mildura VIC 3500",$350 per week,Apartment,2,1,-34.19652689999999,142.1576641,Chaffey Secondary College,0.9 km away,16%,32%,28%,23%,3500
"2/21 The Boulevard, Mildura VIC 3500",$450.00 per week,Apartment,2,1,-34.2064328,142.1411241,Chaffey Secondary College,1.3 km away,13%,34%,24%,29%,3500
"4/368 Deakin Avenue, Mildura VIC 3500",$320.00 per week,Apartment,2,1,-34.203708,142.141004,Chaffey Secondary College,1.1 km away,19%,24%,22%,35%,3500
"4/861 Fifteenth Street, Mildura VIC 3500",$310,Apartment,2,1,-34.2050762,142.1348794,Chaffey Secondary College,1.6 km away,20%,22%,23%,35%,3500
"3/313 Eighth Street, Mildura VIC 3500",$475.00 per week,Apartment,3,2,-34.1722767,142.1460112,Chaffey Secondary College,2.6 km away,18%,23%,22%,38%,3500
"1019 Fifteenth Street, Mildura VIC 3500",$470.00 per week,Apartment,3,2,-34.1945065,142.122111,Chaffey Secondary College,2.4 km away,29%,29%,26%,16%,3500
"1/47 Leicester Street, Mildura VIC 3500",$575.00 per week,Apartment,3,2,-34.1696287,142.135511,Chaffey Secondary College,3.1 km away,30%,30%,25%,14%,3500
"173A Eighth St, Mildura VIC 3500",$475 weekly,House,2,1,-34.1812728,142.1577859,Chaffey Secondary College,1.8 km away,21%,24%,27%,28%,3500
"2/40 Cherry Ave, Mildura VIC 3500",$330 weekly,House,2,1,-34.1790745,142.1564071,Chaffey Secondary College,2 km away,22%,32%,25%,21%,3500
"2/145 Magnolia Avenue, Mildura VIC 3500",$290,House,2,1,-34.1920352,142.1620127,Chaffey Secondary College,1.4 km away,19%,32%,27%,22%,3500
"583 Deakin Avenue, Mildura VIC 3500",$390,House,2,1,-34.212956,142.1282407,Chaffey Secondary College,2.6 km away,29%,23%,29%,19%,3500
"801 Fourteenth Street, Mildura VIC 3500",$350 Per Week,House,2,1,-34.2003624,142.1491317,Chaffey Secondary College,0.5 km away,29%,31%,19%,21%,3500
"3/428 Walnut Ave, Mildura VIC 3500",$350 weekly,House,2,1,-34.2018874,142.1329777,Chaffey Secondary College,1.5 km away,20%,22%,23%,35%,3500
"793 Fourteenth Street, Mildura VIC 3500",$400.00 per week,House,3,1,-34.2007705,142.1495069,Chaffey Secondary College,0.6 km away,29%,31%,19%,21%,3500
"13 Stanford Rise, Mildura VIC 3500",$560,House,3,2,-34.1963642,142.1219841,Chaffey Secondary College,2.4 km away,29%,29%,26%,16%,3500
"56 Bridge Way, Mildura VIC 3500",$610 per week,House,3,2,-34.1879871,142.1726713,Chaffey Secondary College,2.4 km away,20%,30%,26%,24%,3500
"2/19 Cosgrove Court, Mildura VIC 3500",$500.00 per week,House,3,2,-34.2111033,142.126895,Chaffey Secondary College,2.6 km away,29%,23%,29%,19%,3500
"20 Cosgrove Court, Mildura VIC 3500",$550.00 per week,House,3,2,-34.2110264,142.1263932,Chaffey Secondary College,2.6 km away,29%,23%,29%,19%,3500
"1 Dune Drive, Mildura VIC 3500",$520,House,3,2,-34.2186429,142.1337827,Chaffey Secondary College,2.9 km away,26%,28%,20%,26%,3500
"211 Twelfth Street, Mildura VIC 3500",$380,House,3,1,-34.1850894,142.1480825,Chaffey Secondary College,1.2 km away,30%,26%,23%,22%,3500
"8 Ridge Court, Mildura VIC 3500",$480,House,3,1,-34.2096632,142.1443617,Chaffey Secondary College,1.6 km away,23%,23%,25%,29%,3500
"8 Eve Court, Mildura VIC 3500",$600 per week,House,3,2,-34.2081101,142.1229618,Chaffey Secondary College,2.7 km away,30%,34%,22%,14%,3500
"19-21 Ruby Ave, Mildura VIC 3500",$390 weekly,House,3,1,-34.1885343,142.1697588,Chaffey Secondary College,2.2 km away,20%,30%,26%,24%,3500
"2 Seagull Close, Mildura VIC 3500",$550.00 per week,House,3,2,-34.1881616,142.1725288,Chaffey Secondary College,2.4 km away,20%,30%,26%,24%,3500
"1/226 Deakin Avenue, Mildura VIC 3500",$400,House,3,1,-34.1935404,142.1530105,Chaffey Secondary College,0.5 km away,16%,32%,28%,23%,3500
"469 Etiwanda Ave, Mildura VIC 3500",$420,House,3,1,-34.2045684,142.1585592,Chaffey Secondary College,1.4 km away,26%,26%,22%,26%,3500
"43 Chardonnay Drive, Mildura VIC 3500",$490.00 per week,House,3,2,-34.2047685,142.1613061,Chaffey Secondary College,1.6 km away,28%,37%,22%,13%,3500
"481 Etiwanda Avenue, Mildura VIC 3500",$420,House,3,1,-34.2052213,142.1577859,Chaffey Secondary College,1.4 km away,26%,26%,22%,26%,3500
"18 Albert Street, Mildura VIC 3500",$480 per week,House,3,1,-34.211836,142.1265328,Chaffey Secondary College,2.7 km away,29%,23%,29%,19%,3500
"226 Wade Ave, Mildura VIC 3500",$475 weekly,House,3,2,-34.1952604,142.1551411,Chaffey Secondary College,0.7 km away,16%,32%,28%,23%,3500
"17 Herston Drive, Mildura VIC 3500",$510.00 per week,House,3,2,-34.206031,142.1489971,Chaffey Secondary College,1.1 km away,28%,29%,24%,19%,3500
"2 Limestone Court, Mildura VIC 3500",$600 weekly,House,3,2,-34.2006501,142.1182889,Chaffey Secondary College,2.8 km away,30%,33%,25%,12%,3500
"2 Stanford Rise, Mildura VIC 3500",$615,House,3,2,-34.196469,142.1215312,Chaffey Secondary College,2.4 km away,29%,29%,26%,16%,3500
"20 Midtown Drive, Mildura VIC 3500",$620,House,4,2,-34.2143067,142.1499505,Chaffey Secondary College,2.1 km away,12%,20%,41%,27%,3500
"16 Shiraz Court, Mildura VIC 3500",$600,House,4,2,-34.2065451,142.1602822,Chaffey Secondary College,1.7 km away,28%,37%,22%,13%,3500
"16 Villiva Dr, Mildura VIC 3500",$695 weekly,House,4,2,-34.1703694,142.1380127,Chaffey Secondary College,3 km away,30%,30%,25%,14%,3500
"5 Renniks Street, Mildura VIC 3500",$470.00 per week,House,4,2,-34.1770625,142.1509744,Chaffey Secondary College,2.1 km away,19%,30%,29%,23%,3500
"9 Santolina Drive, Mildura VIC 3500",$580.00 per week,House,4,2,-34.2050161,142.150461,Chaffey Secondary College,1.1 km away,28%,29%,24%,19%,3500
"3 Birksgate Close, Mildura VIC 3500",$640.00 per week,House,4,2,-34.1979525,142.1211296,Chaffey Secondary College,2.5 km away,30%,33%,25%,12%,3500
"175 Ninth St, Mildura VIC 3500",$450 weekly,House,4,2,-34.182741,142.1558356,Chaffey Secondary College,1.6 km away,19%,29%,25%,27%,3500
"6 Highfield Drive, Mildura VIC 3500",$650,House,4,2,-34.2157348,142.116398,Chaffey Secondary College,3.7 km away,25%,18%,30%,27%,3500
"4/131 Billabong Road, Nichols Point VIC 3501",$295 per week,Apartment,2,1,-34.2033054,142.2275351,Irymple Secondary College,6.6 km away,29%,20%,31%,20%,3501
"4/9 Law St, Newborough VIC 3825",$215 weekly,Apartment,1,1,-38.1867918,146.2941982,Lowanna College,1.3 km away,28%,26%,24%,22%,3825
"2/3 Reservoir Road, Moe VIC 3825",$230,Apartment,1,1,-38.1796444,146.2649261,Lowanna College,1.9 km away,20%,19%,28%,32%,3825
"1/302 Old Sale Road, Newborough VIC 3825",$215,Apartment,1,1,-38.1804039,146.2945697,Lowanna College,0.9 km away,26%,22%,22%,30%,3825
"4/24 Railway Cres, Moe VIC 3825",$320 weekly,Apartment,2,1,-38.1819626,146.2680223,Lowanna College,1.7 km away,20%,19%,28%,32%,3825
"3/21 South St, Moe VIC 3825",$300 weekly,Apartment,2,1,-38.1843352,146.2625613,Lowanna College,2.2 km away,16%,22%,22%,40%,3825
"10/13 Saxtons Dr, Moe VIC 3825",$300 weekly,Apartment,2,1,-38.1708285,146.2606637,Lowanna College,2.3 km away,14%,18%,20%,48%,3825
"1/11 Hyland Street, Moe VIC 3825",$280 pw,Apartment,2,1,-38.1656896,146.2667709,Lowanna College,2.1 km away,22%,27%,25%,26%,3825
"73 Margaret Street, Moe VIC 3825",$340,House,2,1,-38.1913999,146.2465305,Lowanna College,3.8 km away,23%,26%,30%,22%,3825
"12 Truscott Rd, Moe VIC 3825",$350 weekly,House,2,1,-38.1851911,146.2496901,Lowanna College,3.3 km away,23%,26%,30%,20%,3825
Rawson VIC 3825,$200 per week,House,2,1,-37.9573085,146.3990794,Traralgon College,28.1 km away,22%,11%,32%,34%,3825
"3 Bruce Street, Moe VIC 3825",$400,House,3,1,-38.1715583,146.2646205,Lowanna College,2 km away,17%,20%,21%,43%,3825
"16 Monash Rd, Newborough VIC 3825",$460 weekly,House,3,2,-38.1864768,146.2880099,Lowanna College,1.1 km away,25%,24%,25%,25%,3825
"4 View Street, Moe VIC 3825",$500pw (Incl. Garden Maintenance),House,3,2,-38.1801454,146.2680943,Lowanna College,1.6 km away,20%,19%,28%,32%,3825
"12 Monte Crescent, Moe VIC 3825",$535,House,3,2,-38.1785998,146.2485498,Lowanna College,3.3 km away,20%,26%,20%,34%,3825
"37 Old Coalville Road, Moe VIC 3825",$360 pw,House,3,1,-38.1894114,146.2689357,Lowanna College,2.1 km away,19%,22%,33%,27%,3825
"25 Thoresby St, Newborough VIC 3825",$400 weekly,House,3,1,-38.1753166,146.2916279,Lowanna College,0.5 km away,25%,29%,23%,23%,3825
"57 Vale St, Moe VIC 3825",$430 per week,House,3,1,-38.1821038,146.2530192,Lowanna College,3 km away,22%,21%,29%,28%,3825
"3 Trentham Street, Moe VIC 3825",$350 p.w.,House,3,1,-38.1873151,146.2420075,Lowanna College,4 km away,21%,27%,27%,25%,3825
"150 Narracan Drive, Newborough VIC 3825",$530.00 per week,House,4,2,-38.1857582,146.281645,Lowanna College,1.1 km away,16%,23%,23%,38%,3825
"12 Coolabah Place, Moe VIC 3825",$545 per week,House,4,2,-38.19196489999999,146.2677473,Lowanna College,2.3 km away,19%,22%,33%,27%,3825
"1 John Street, Yallourn North VIC 3825",$390 pw,House,4,1,-38.1581437,146.3610313,Lowanna College,6.9 km away,24%,20%,33%,22%,3825
Newborough VIC 3825,Rent2own with No Deposit,House,4,2,-38.1798626,146.2947106,Lowanna College,0.8 km away,16%,23%,23%,38%,3825
Moe VIC 3825,Rent2own with No Deposit,House,4,2,-38.18429440000001,146.2544694,Lowanna College,2.9 km away,16%,22%,22%,40%,3825
"1/20 Tarwin Street, Morwell VIC 3840",$360 pw,Apartment,1,1,-38.2382819,146.3971736,Kurnai College,3.3 km away,21%,21%,27%,31%,3840
"1/1 Kurt Street, Morwell VIC 3840",$265,Apartment,1,1,-38.234519,146.4260122,Kurnai College,0.9 km away,18%,22%,18%,43%,3840
"15/127 Vary Street, Morwell VIC 3840",$225,Apartment,1,1,-38.2219766,146.4276354,Kurnai College,0.9 km away,34%,18%,18%,30%,3840
"1/24 Williams Street, Morwell VIC 3840",$190 pw,Apartment,1,1,-38.223302,146.4242014,Kurnai College,1 km away,22%,28%,21%,29%,3840
"4/24 Hazelwood Road, Morwell VIC 3840",$320 pw,Apartment,2,1,-38.2388223,146.3941033,Kurnai College,3.6 km away,21%,21%,27%,31%,3840
"Unit 2/52 Church St, Morwell VIC 3840",$340.00 per week,Apartment,2,1,-38.2343139,146.4002256,Kurnai College,2.9 km away,25%,24%,25%,26%,3840
"Unit 1/52 Church St, Morwell VIC 3840",$340.00 per week,Apartment,2,1,-38.2343439,146.4002119,Kurnai College,2.9 km away,25%,24%,25%,26%,3840
"1/1 Hannah Street, Morwell VIC 3840",310.00 per week,Apartment,2,1,-38.222185,146.416533,Kurnai College,1.6 km away,24%,26%,26%,23%,3840
"1/63 Hoyle Street, Morwell VIC 3840",$320 pw,Apartment,2,1,-38.233121,146.4034432,Kurnai College,2.6 km away,19%,23%,23%,35%,3840
"140A Mary Street, Morwell VIC 3840",$285 pw,Apartment,2,1,-38.233268,146.3931484,Kurnai College,3.5 km away,23%,29%,24%,24%,3840
"1/24 Hazelwood Road, Morwell VIC 3840",$295 pw,Apartment,2,1,-38.2388223,146.3941033,Kurnai College,3.6 km away,21%,21%,27%,31%,3840
"13 Junier St, Morwell VIC 3840",$380 per week,House,2,1,-38.2216793,146.4259946,Kurnai College,1 km away,23%,29%,22%,26%,3840
"3 Brisbane Street, Morwell VIC 3840",$410 PER WEEK,House,2,1,-38.2359076,146.4229093,Kurnai College,1.2 km away,28%,27%,29%,15%,3840
"35 Mcmillan St, Morwell VIC 3840",$280 Per week,House,2,1,-38.2388976,146.4169281,Kurnai College,1.8 km away,26%,25%,23%,25%,3840
"24 Barry Street, Morwell VIC 3840",$320 pw,House,2,1,-38.2314535,146.4160109,Kurnai College,1.5 km away,27%,29%,24%,20%,3840
"7 Tulloch Street, Morwell VIC 3840",$300 pw,House,2,1,-38.2295591,146.4158061,Kurnai College,1.5 km away,27%,29%,24%,20%,3840
"23 Kokoda St, Morwell VIC 3840",$290.00 per week,House,2,1,-38.2358445,146.4198397,Kurnai College,1.4 km away,26%,26%,24%,23%,3840
"12 Kennedy St, Morwell VIC 3840",$450 per week,House,2,2,-38.2406534,146.3981515,Kurnai College,3.3 km away,21%,21%,27%,31%,3840
"37 Alamien Street, Morwell VIC 3840",$330 per week,House,2,1,-38.2329832,146.4204404,Kurnai College,1.2 km away,28%,27%,29%,15%,3840
"72 Well Street, Morwell VIC 3840",$360,House,3,1,-38.2222748,146.42477,Kurnai College,1 km away,22%,28%,21%,29%,3840
"20 Denise Street, Morwell VIC 3840",$430 Per Week,House,3,1,-38.230423,146.4136731,Kurnai College,1.7 km away,24%,23%,28%,25%,3840
"11 Joseph Court, Morwell VIC 3840",$420 Per Week,House,3,1,-38.2231312,146.4246492,Kurnai College,1 km away,22%,28%,21%,29%,3840
"120 Commercial Rd, Morwell VIC 3840",$500 per week,House,3,2,-38.23562,146.3901607,Kurnai College,3.8 km away,20%,23%,23%,34%,3840
"62 McMillan Street, Morwell VIC 3840",$360 Per Week,House,3,1,-38.236595,146.4179294,Kurnai College,1.6 km away,26%,26%,24%,23%,3840
"68 Crinigan Road, Morwell VIC 3840",$360 Per Week,House,3,1,-38.2181593,146.4269481,Kurnai College,1.3 km away,23%,29%,22%,26%,3840
"4 Haywood Street, Morwell VIC 3840",$370 Per Week,House,3,1,-38.2248826,146.4180988,Kurnai College,1.4 km away,24%,26%,26%,23%,3840
"2 Bunyip Court, Morwell VIC 3840",$490 Per Week,House,3,2,-38.2263519,146.4348141,Kurnai College,0.3 km away,18%,22%,27%,33%,3840
"73 McMillan Street, Morwell VIC 3840",$350 Per Week,House,3,1,-38.2358757,146.4175,Kurnai College,1.6 km away,26%,26%,24%,23%,3840
"12 Robert Street, Morwell VIC 3840",$350,House,3,1,-38.2207865,146.4244772,Kurnai College,1.1 km away,23%,29%,22%,26%,3840
"55 Well Street, Morwell VIC 3840",$420 pw,House,3,1,-38.2216411,146.4227764,Kurnai College,1.2 km away,23%,29%,22%,26%,3840
"2 Maude Street, Morwell VIC 3840",$400 Per Week,House,3,1,-38.2290791,146.4094198,Kurnai College,2 km away,25%,24%,25%,26%,3840
"31 Mountain Grey Circuit, Morwell VIC 3840",$510 Per Week,House,4,2,-38.2383363,146.4151795,Kurnai College,1.9 km away,26%,25%,23%,25%,3840
"15 Bunyip Court, Morwell VIC 3840",$520 Per Week,House,4,2,-38.2273372,146.4361272,Kurnai College,0.3 km away,18%,22%,27%,33%,3840
"79 Churchill Road, Morwell VIC 3840",$400 pw,House,4,1,-38.2352091,146.421172,Kurnai College,1.2 km away,28%,27%,29%,15%,3840
"12 Michelle Court, Morwell VIC 3840",$470 Per Week,House,4,2,-38.2300212,146.3918439,Kurnai College,3.6 km away,27%,19%,26%,28%,3840
"85 Bridle Road, Morwell VIC 3840",$420 Per Week,House,4,1,-38.22629690000001,146.4326604,Kurnai College,0.3 km away,17%,18%,25%,39%,3840
"19 Spry Street, Morwell VIC 3840",$450 per Week,House,4,1,-38.23552189999999,146.4077048,Kurnai College,2.3 km away,26%,24%,24%,26%,3840
"91 Vincent Road, Morwell VIC 3840",$425,House,4,2,-38.22904760000001,146.4143292,Kurnai College,1.6 km away,24%,23%,28%,25%,3840
"260 Church Road, Hazelwood North VIC 3840",$550.00 per week,House,4,2,-38.2732393,146.463384,Kurnai College,5.6 km away,30%,21%,33%,16%,3840
"96 Commercial Road, Morwell VIC 3840",$480 PW / AVAIL. NOW,House,4,2,-38.2349237,146.3874803,Kurnai College,4 km away,20%,23%,23%,34%,3840
"10/19 Lake Avenue, Ocean Grove VIC 3226",$300pw including utilities,Apartment,1,1,-38.2575603,144.5092267,Bellarine Secondary College,8.5 km away,27%,19%,33%,22%,3226
"8/100 The Parade, Ocean Grove VIC 3226",$530.00,Apartment,2,2,-38.2672305,144.5257659,Bellarine Secondary College,8.9 km away,11%,20%,23%,46%,3226
"4/86 Orton Street, Ocean Grove VIC 3226",$450 pw,Apartment,2,1,-38.2697645,144.5239999,Bellarine Secondary College,9.2 km away,11%,20%,23%,46%,3226
"2/4 Karri Close, Ocean Grove VIC 3226",UNDER APPLICATION,Apartment,2,1,-38.2629951,144.5303445,Bellarine Secondary College,8.3 km away,21%,13%,26%,40%,3226
"2/19 Crane Court, Ocean Grove VIC 3226",$525.00 per week,Apartment,3,1,-38.2604093,144.5252966,Bellarine Secondary College,8.2 km away,29%,20%,24%,28%,3226
"21 Peers Cres, Ocean Grove VIC 3226",$550 weekly,House,2,2,-38.2651944,144.5113237,Bellarine Secondary College,9.1 km away,21%,15%,29%,35%,3226
"85 Marlin Drive, Ocean Grove VIC 3226",$480.00 per week,House,2,1,-38.2654816,144.5416739,Bellarine Secondary College,8.4 km away,29%,15%,30%,25%,3226
"85 Asbury Street, Ocean Grove VIC 3226",LEASED,House,2,2,-38.2633933,144.5245675,Bellarine Secondary College,8.5 km away,20%,15%,27%,39%,3226
